documento,capitulo,articulo,contenido
becas,CAPÍTULO III,Artículo 28," Un becario puede conservar su beca al transferirse de un campus a otro. Una vez autorizada la transferencia por el director de becas del campus al que desea transferirse y del director de becas de su campus actual, el expediente del alumno se transfiere al campus receptor.  En el caso del Programa al Talento Estudiantil, los becarios en actividades artísticas y de liderazgo, podrán conservar su beca al transferirse de un campus a otro, siempre que su transferencia sea propuesta por el Director de Liderazgo y Formación Estudiantil y cuente con autorización del Comité Nacional de Becas al Talento Estudiantil. Los becarios en actividades atléticas no podrán conservar su beca al transferirse de un campus a otro. "
becas,CAPÍTULO III,Artículo 29," Los programas de becas aplican también en periodos intensivos, siempre que los alumnos beneficiados cumplan los requisitos de conservación de la beca.   "
becas,CAPÍTULO III,Artículo 30," Los alumnos beneficiados por el Programa de Becas Líderes del Mañana podrán solicitar sobrecarga académica a partir del cuarto semestre, siempre y cuando no hayan reprobado materias o unidades de formación de más de 3 créditos académicos o su equivalente en unidades académicas y mantengan un promedio mayor o igual a 85/100. La solicitud deberá de presentarse por escrito ante el Departamento de Becas y Apoyos Educativos de su campus y contar con la autorización del director de carrera. "
becas,CAPÍTULO III,Artículo 31," Los alumnos beneficiados con los programas de becas podrán participar en programas de intercambio internacional, siempre que: cumplan con los requisitos académicos del programa y el convenio de colaboración con la institución extranjera incluya que los costos de colegiatura deben ser cubiertos en el Tecnológico de Monterrey. Adicionalmente, podrán participar en el programa del Diploma Internacional. Los alumnos beneficiados con algún tipo de beca otorgada por el Tecnológico de Monterrey, -que aplique para estudiar en el extranjero- deben inscribir, en la institución extranjera, únicamente materias que se puedan revalidar en su plan de estudios. Para aquellos alumnos beneficiados con algún tipo de beca, que participen en los programas de doble titulación con universidades extranjeras mediante un convenio autorizado por el Tecnológico de Monterrey, y en Programas Internacionales que por definición duren un año, podrán contar con el beneficio de dicha beca. En el caso de alumnos con becas de fondos externos estarán sujetos a las políticas y lineamientos establecidos por el fondo."
becas,CAPÍTULO III,Artículo 32,"Cuando por causa de fuerza mayor, un alumno beneficiado con un programa de becas se vea en la necesidad de suspender sus estudios, deberá solicitar el mantenimiento de su beca para un periodo posterior en la Dirección de Apoyos Educativos de su campus. En caso de requerir la extensión por un periodo adicional, deberá entregar una carta dirigía al Comité de Apoyos Educativos quien revisará el caso e informará el dictamen. En el Programa de Líderes del Mañana los casos deberán ser autorizados por el Comité Nacional de Becas de Líderes del Mañana.    En caso de que el alumno suspenda su inscripción sin previo aviso a la Dirección de Apoyos Educativos, su beca será cancelada. En todos los casos, su readmisión está sujeta al reglamento de admisión vigente. "
becas,CAPÍTULO III,Artículo 33," En caso de que un alumno requiera un incremento de apoyo por necesidad económica, podrá solicitarlo a través del procedimiento establecido para ello. En caso de autorizarse, se otorgará un complemento con préstamo educativo.  Un alumno con una beca socioeconómica asignada podrá solicitar un incremento de apoyo educativo en caso de tener una necesidad económica familiar comprobada diferente a la reportada inicialmente, siguiendo el procedimiento establecido para ello.  Sin embargo, no se incrementa el apoyo educativo en ningún programa de becas por desempeño académico, por desarrollo del talento estudiantil o por cualquier otro tipo de desarrollo de talento. "
becas,CAPÍTULO III,Artículo 34, Los campus podrán llevar a cabo una actualización del estatus socioeconómico a los alumnos en cualquier momento para comprobar la situación económica de la familia y decidir si se continúa otorgando el mismo porcentaje total de apoyo educativo. 
becas,CAPÍTULO III,Artículo 35," Un alumno podrá solicitar un préstamo educativo temporal, siempre que demuestre tener una necesidad económica excepcional (pérdida de empleo, incapacidad temporal, etc.). En este caso, la duración máxima del apoyo será de un semestre. El alumno solicitante debe llenar una solicitud de apoyo educativo en línea y seguir el proceso completo, incluyendo el pago de la cuota establecida para cubrir el costo del proceso. El préstamo educativo temporal aplica solamente para alumnos del nivel de profesional. "
becas,CAPÍTULO III,Artículo 36," Un egresado de una carrera profesional que solicite algún tipo de apoyo para cursar otra carrera profesional, no es candidato a recibir dicho apoyo.   "
becas,CAPÍTULO III,Artículo 37," La beca cubre el número de créditos establecidos para el programa académico, y únicamente para programas con créditos adicionales, tales como: Diploma del Programa U-LEAD y Diploma Internacional.                                 "
becas,CAPÍTULO IV,Artículo 38," Los requisitos que debe cumplir un solicitante de beca en el Programa de Becas Socioeconómicas de primer ingreso a PrepaTec son los siguientes:  1.	Llenar una solicitud de apoyos educativos en línea y seguir el proceso completo, incluyendo el pago de la cuota establecida para cubrir el costo administrativo del proceso. 2.	Contar con un promedio acumulado mínimo en sus estudios de secundaria de 85/100 y obtener 1050 puntos en la última edición de la Prueba de Aptitud Académica, o el puntaje equivalente con ediciones anteriores autorizadas por la Institución. "
becas,CAPÍTULO IV,Artículo 39," Los requisitos que debe cumplir un solicitante de beca en el Programa de Becas Socioeconómicas egresado de PrepaTec que ingresa al nivel de profesional son los siguientes:  1.	Llenar una solicitud de apoyos educativos en línea y seguir el proceso completo, incluyendo el pago de la cuota establecida para cubrir el costo administrativo del proceso. 2.	Contar con un promedio acumulado mínimo en su certificado en estudios de preparatoria de 85/100. "
becas,CAPÍTULO IV,Artículo 40," Los requisitos que debe cumplir un solicitante de beca en el Programa de Becas Socioeconómicas para Alumnos Extranjeros de primer ingreso al nivel de profesional son los siguientes:  1.	Llenar una solicitud de apoyo educativo en línea y seguir el proceso com- pleto, incluyendo el pago de la cuota establecida para cubrir el costo ad- ministrativo del proceso. 2.	Contar con un promedio acumulado mínimo en su certificado de estudios de preparatoria de 85/100 y obtener 1300 puntos en la última edición de    la Prueba de Aptitud Académica, o el puntaje equivalente con ediciones anteriores autorizadas por la Institución. "
becas,CAPÍTULO IV,Artículo 41," Un alumno de reingreso, que no cuente con un apoyo educativo, solo podrá aplicar al Programa de Becas Socioeconómicas.  Los requisitos que debe cumplir un solicitante de beca en el Programa de Becas Socioeconómicas para alumnos de reingreso en los niveles de preparatoria y profesional son los siguientes:  1.	Llenar una solicitud de apoyo educativo en línea y seguir el proceso completo, incluyendo el pago de la cuota establecida para cubrir el costo administrativo del proceso. 2.	Contar con un promedio acumulado mínimo en su plan de estudios de 85/100, siempre y cuando curse en el periodo de solicitud de beca, al menos, una carga académica de 32 unidades o 12 créditos académicos. "
becas,CAPÍTULO IV,Artículo 42," Los requisitos que debe cumplir un solicitante de beca en el Programa de Becas Socioeconómicas de primer ingreso al nivel de profesional proveniente de preparatorias que no formen parte del Tecnológico de Monterrey son los siguientes:  1.	Llenar una solicitud de apoyo educativo en línea y seguir el proceso completo, incluyendo realizar el pago de la cuota establecida para cubrir el costo administrativo del proceso. 2.	Contar con un promedio acumulado mínimo en su certificado de estudios de preparatoria de 85/100 y obtener 1300 puntos en la última edición de la Prueba de Aptitud Académica, o el puntaje equivalente con ediciones anteriores autorizadas por la Institución. "
becas,CAPÍTULO IV,Artículo 43," Los requisitos que debe cumplir un solicitante en la convocatoria del Programa de Becas Líderes del Mañana son los siguientes:  1.	Registrar su solicitud a través del sitio web del Tecnológico de Monterrey en la convocatoria al Programa de Becas Líderes del Mañana. 2.	Realizar las pruebas definidas en el programa y que encontrará en la página web antes mencionada.    3.	Contar con el promedio acumulado de calificaciones finales de preparatoria mayor o igual a 90/100 y obtener un puntaje mayor o igual a 1360 puntos en puntos en la última edición de la Prueba de Aptitud Académica, o el puntaje equivalente con ediciones anteriores autorizadas por la Institución. 4.	Demostrar tener 100% de necesidad de apoyo económico para cubrir la colegiatura de nivel profesional en el Tecnológico de Monterrey. 5.	Demostrar evidencias de su perfil de liderazgo y de sensibilidad social a través de los proyectos en los que haya participado. 6.	Ser seleccionado en la Convocatoria de Líderes del Mañana por obtener mayor promedio de calificaciones, mayor puntaje en la Prueba de Aptitud Académica, contar con un perfil de liderazgo y de sensibilidad social y demostrar necesidad económica para cursar una carrera profesional en el Tecnológico de Monterrey.  Los solicitantes que participan en este programa están exentos del pago de cuota de solicitud de apoyo educativo. "
becas,CAPÍTULO IV,Artículo 44," Los requisitos que debe cumplir un solicitante en la convocatoria del Programa de Becas al Talento Académico son los siguientes: 1.	Ser admitido al periodo académico al que corresponde la convocatoria vigente. 2.	Registrar su solicitud en la convocatoria al Programa de Becas al Talento Académico a través del sitio web del Tecnológico de Monterrey a más tardar en la fecha límite establecida. 3.	Obtener en la primera aplicación vigente de la última edición de la Prueba de Aptitud Académica un puntaje igual o superior a 1360 para profesional y 1130 para preparatoria, o el puntaje equivalente con ediciones anteriores autorizadas por la Institución. 4.	Obtener un promedio de calificaciones mayor o igual a 90/100 en el ciclo escolar anterior de acuerdo a las bases de la convocatoria definidas en la página web mencionada en el inciso 2. 5.	Realizar el pago del anticipo de colegiatura en la fecha establecida en la convocatoria vigente. 6.	Ser seleccionado en la Convocatoria de Programa de Becas al Talento Académico por obtener mayor promedio de calificaciones y mayor puntaje en la Prueba de Aptitud Académica. 7.	Cursar al menos un semestre en el campus que asignó la beca.   "
becas,CAPÍTULO IV,Artículo 45," Los requisitos que debe cumplir un solicitante al Programa de Becas al Talento Estudiantil son los siguientes:  1.	Registrar su solicitud a través del sitio web del Tecnológico de Monterrey en la sección de Admisiones en la convocatoria del Programa de Becas al Talento Estudiantil. 2.	Realizar las pruebas definidas en el programa y que encontrará en la página web antes mencionada. 3.	Presentar evidencias que demuestren su talento estudiantil. 4.	Ser seleccionado en la Convocatoria al Talento Estudiantil. 5.	Ser admitido al nivel académico solicitado como alumno de primer ingreso y cumplir con el estándar académico establecido para el Programa de Becas al Talento Estudiantil. En casos excepcionales, el Comité Nacional de Becas al Talento Estudiantil puede autorizar la asignación de becas a alumnos de reingreso con base en criterios definidos y siguiendo el procedimiento establecido para ello. "
becas,CAPÍTULO IV,Artículo 46, Los requisitos que debe cumplir un alumno solicitante al Programa de Becas al Talento Emprendedor egresado de PrepaTec o una preparatoria externa que ingresa al nivel de profesional son los siguientes:  1.	Ser solicitante de primer ingreso al primer semestre de profesional. 2.	Registrar su solicitud a través del sitio web del Tecnológico de Monterrey en la convocatoria de Beca al Talento Emprendedor. 3.	Contar con un proyecto de emprendimiento con al menos un pretotipo o prototipo del producto o servicio a desarrollar. 4.	Ser admitido en el nivel de profesional y cumplir con el estándar académico establecido para el Programa de Becas al Talento Emprendedor. 5.	Ser seleccionado en la Convocatoria del Programa de Becas al Talento Emprendedor. 
becas,CAPÍTULO IV,Artículo 47," Los requisitos que debe cumplir un alumno solicitante al Programa de Becas al Talento Creativo egresado de PrepaTec o de una preparatoria externa que ingre- sa al nivel de profesional son los siguientes:  1.	Ser solicitante de primer ingreso al primer semestre para estudiar una carrera profesional del área de Estudios Creativos o de Ambiente Construido. No aplica para la carrera de Ingeniero Civil.    2.	Registrar su solicitud a través del sitio web del Tecnológico de Monterrey en la convocatoria de Beca al Talento Creativo. 3.	Contar con al menos dos proyectos de propia autoría en alguna de las siguientes áreas: audiovisual, espacial, gráfico y visual, textual y escrito, sonoro y musical. 4.	Ser admitido a uno de los programas mencionados en el punto 1. 5.	Ser seleccionado en la Convocatoria del Programa de Becas al Talento Creativo. "
becas,CAPÍTULO IV,Artículo 48," Los requisitos para solicitar préstamo educativo en cualquier programa de nivel profesional son:  1.	Llenar una solicitud de apoyo educativo en línea y seguir el proceso completo, incluyendo realizar el pago de la cuota establecida para cubrir el costo administrativo del proceso. 2.	No estar condicionado académicamente por la Dirección de Servicios Escolares. 3.	No contar con otros préstamos educativos externos. 4.	Contar con un promedio acumulado en su plan de estudios de al menos 70/100. 5.	Contar con un obligado solidario para la formalización del préstamo educativo. "
becas,CAPÍTULO IV,Artículo 49," Si un solicitante aplica simultáneamente a más de un programa de becas, una vez asignadas las mismas, deberá elegir aquella que más convenga a sus intereses, incluyendo aquellas becas con fondos externos donde el Tecnológico esté aportando un porcentaje.                                 "
becas,CAPÍTULO V,Artículo 50," Los requisitos generales de conservación que deberá cumplir el alumno en cualquier programa de becas son:  1.	Aprobar todas las materias o unidades de formación cursadas en el periodo académico o cursos intensivos. 2.	Participar satisfactoriamente en el Programa de Becarios realizando las actividades académicas o formativas relacionadas al programa académico en el que se encuentra inscrito, o bien, de conformidad con lo establecido en cada programa de becas. 3.	Para la aplicación del beneficio de cualquier tipo de Beca, se requiere que el estudiante curse al menos 36 créditos anuales, distribuidos indistintamente entre los periodos regulares o intensivos de un año calendario, tomando en cuenta la definición de carga académica completa. "
becas,CAPÍTULO V,Artículo 51," Es requisito para la conservación de la beca en el Programa Socio-económico que el alumno curse, cada periodo académico, carga académica completa con las materias o unidades de formación correspondientes a su plan de estudios y obtenga un promedio de calificaciones finales en el periodo académico o cursos intensivos que termina, igual o superior a 85/100. "
becas,CAPÍTULO V,Artículo 52," Es requisito para la conservación de la beca en el Programa Excelencia Académica que el alumno curse, cada periodo académico, carga académica completa con las materias o unidades de formación correspondientes a su plan de estudios y obtenga un promedio de calificaciones finales en el periodo académico o cursos intensivos que termina, igual o superior a 90/100. "
becas,CAPÍTULO V,Artículo 53," Es requisito para la conservación de la beca en el Programa Mérito Académico que el alumno curse, cada periodo académico, carga académica completa con    las materias o unidades de formación correspondientes a su plan de estudios y obtenga un promedio de calificaciones finales en el periodo académico o cursos intensivos que termina, igual o superior a 85/100. "
becas,CAPÍTULO V,Artículo 54," Es requisito para la conservación de la beca en el Programa al Talento Académi- co que el alumno curse, cada periodo académico, carga académica completa con las materias o unidades de formación correspondientes a su plan de estu- dios y obtenga un promedio de calificaciones finales en el periodo académico o cursos intensivos que termina, igual o superior a 85/100. "
becas,CAPÍTULO V,Artículo 55," Es requisito para la conservación de una beca en el Programa al Talento Estudiantil participar satisfactoriamente en el Programa de Becarios, cumpliendo con los siguientes dos requisitos:  a.	Realizar las actividades establecidas en su programa de beca ya sea en el equipo o actividad representativa del que forma parte. b.	Mantener un estatus regular en las actividades de su programa de beca, de acuerdo con el procedimiento establecido en el programa de beca correspondiente.  En el caso de las becas por actividades atléticas se otorgarán como máximo dos semestres adicionales a la duración oficial de su programa, contando a partir de su primera inscripción a nivel profesional, y hasta siete semestres en preparatoria. Lo anterior quedará sujeto a que mantengan su elegibilidad de participación en los foros estudiantiles en los que el Tecnológico de Monterrey participa.  En el caso de las becas por actividades artísticas y de liderazgo, la duración será de tres años en el nivel de estudios de preparatoria, y hasta cinco años en el nivel profesional. Es requisito para la conservación de la beca por actividades artísticas y de liderazgo que el alumno obtenga un promedio de calificaciones finales en el periodo académico o cursos intensivos que termina, igual o superior a 80/100. "
becas,CAPÍTULO V,Artículo 56," Es requisito para la conservación de la beca en el Programa al Talento Emprendedor, cursar carga académica de al menos 12 créditos académicos o    el equivalente a 32 unidades académicas en el semestre y obtener un promedio final en el periodo académico o cursos intensivos que termina igual o superior a 80/100 y demostrar un desempeño satisfactorio en las actividades del programa. "
becas,CAPÍTULO V,Artículo 57," Es requisito para la conservación de la beca en el Programa al Talento Creativo, cursar carga académica completa con las materias o unidades de formación correspondientes a su plan de estudios. Obtener un promedio final en el periodo académico o cursos intensivos que termina, igual o superior a 80/100 y demostrar un desempeño satisfactorio en las actividades del programa. "
becas,CAPÍTULO V,Artículo 58," Es requisito para la conservación de la beca en el Programa Líderes del Mañana que el alumno:  a.	Curse, cada periodo académico, carga académica completa con las materias o unidades de formación correspondientes a su plan de estudios. b.	Obtenga un promedio de calificaciones finales en el periodo académico o cursos intensivos que termina, igual o superior a 85/100. "
becas,CAPÍTULO V,Artículo 59," Los alumnos beneficiados con el Programa de Becas Líderes del Mañana deberán participar en el programa de seguimiento académico establecido por el campus.  Asimismo, es recomendable que adicionalmente:  a.	Realicen actividades de voluntariado, que tengan como fin contribuir al fondo de reciprocidad de beca De Líder a Líder, para beneficiar a los jóvenes de México que, con características similares, requieren una oportunidad para estudiar. b.	Participen en actividades o proyectos que tengan como objetivo mejorar la calidad de vida de las personas.  Articulo 60  Los alumnos beneficiados con el Programa de Becas Socioeconómicas, Programa de Becas de Talento Académico, Programa Líderes del Mañana y Programa de Becas Socioeconómicas para Alumnos Extranjeros, podrán dar de baja, de acuerdo con el proceso establecido para ello, materias o unidades    de formación con un máximo de 3 créditos académicos o su equivalente en unidades académicas por semestre, y durante toda su carrera un máximo de 9 créditos académicos o su equivalente en unidades académicas. "
becas,CAPÍTULO V,Artículo 61," Cuando un alumno beneficiado con cualquier Programa de Becas considere hacer un cambio de carrera, deberá dirigir una carta con exposición de motivos al Comité de Apoyos Educativos del campus para que éste documente el cambio y dé su autorización. La autorización de dicho comité podrá ser favorable a cambios de carrera siempre y cuando el número de materias o unidades de formación adicionales a cursar, debido al cambio, sea menor o igual a 36 créditos académicos o su equivalente en unidades académicas con relación al programa original en el que le fue otorgada la beca. "
becas,CAPÍTULO V,Artículo 62," Para la conservación de un préstamo educativo de un alumno que no cuenta con combinación de beca y préstamo educativo, se requiere:  a.	Haber realizado la formalización del préstamo educativo. b.	No estar condicionado académicamente por la Dirección de Servicios Escolares. c.	Estar al corriente en los pagos acordados al recibir el apoyo educativo.  Si un alumno no cumple con los requisitos mencionados, su préstamo educativo será cancelado. "
becas,CAPÍTULO V,Artículo 63," Un alumno en un programa de becas podrá tener los siguientes estatus para su beca, de acuerdo a la tabla de conservación correspondiente a su progama de becas:  a.	Regular: cuando el alumno cumple satisfactoriamente con los requisitos establecidos para la conservación del programa de becas. b.	Sujeto a condición: Cuando el alumno tiene un incumplimiento a este reglamento. El alumno recibe un aviso de incumplimiento por escrito y continúa con su beca. c.	Condicionado: Cuando el alumno tiene uno o más incumplimientos a este reglamento. El alumno recibe una llamada de atención por escrito. El alumno continúa con su beca. d.	Reducción: el alumno ha reincidido en incumplimiento, por lo que se reduce    su beca en un 10 %. El alumno puede solicitar, a través de la solicitud de préstamo educativo y de acuerdo con los criterios establecidos, un aumento del 10% de préstamo educativo para no afectar su economía. Esta solicitud requiere autorización del Comité de Becas y Apoyos Educativos. En los casos de becas con estatus de Reducción que cambien a estatus Regular, el porcentaje de beca no se modifica al porcentaje inicial. e.	Cancelación de la beca: es la interrupción definitiva del apoyo, por bajo desempeño académico, de acuerdo con la tabla de conservación del programa de beca. Los alumnos con una cancelación de beca que requieran un apoyo posterior solo podrán solicitar beca socioeconómica al momento de cumplir con los criterios de otorgamiento establecidos. "
becas,CAPÍTULO V,Artículo 64," Las faltas que tienen repercusiones en el estatus de una beca son los siguientes:  a.	Incumplimiento de actividades en el Programa de Becarios. b.	Reprobar una materia o unidad de formación en los siguientes casos: •	Alumnos de nivel preparatoria y de nivel profesional inscritos en planes de estudio anteriores a la edición 2019, el número de materias reprobadas en el periodo es igual al mismo número de faltas. •	Alumnos de nivel profesional inscritos en planes de estudio 2019 y posteriores, el número de faltas se calculará de acuerdo al total de créditos académicos reprobados en el periodo, considerando la siguiente tabla de equivalencia:  Número de créditos académicos reprobados	Número de faltas 1	0 2 a 4	1 5 a 7	2 8 a 10	3 11 a 18	4 c.	Obtener un promedio menor al establecido como requisito para la conservación de la beca en su programa.    Cuando un alumno obtenga calificaciones reprobatorias en cursos intensivos, solo se considerarán como faltas, el número de materias o unidades de formación reprobadas, calculado con los criterios definidos en el inciso b. "
becas,CAPÍTULO V,Artículo 65," Los alumnos inscritos en un programa de doble título profesional y beneficiados por un programa de becas:  1.	Aceptan que el apoyo educativo asignado es por el número de créditos académicos de su programa académico primario. Sin embargo, podrá gozar de una extensión del mismo apoyo educativo asignado por el máximo autorizado para los programas que se incluyen en el Anexo I, los cuales podrá utilizar para cubrir los créditos del programa secundario, siempre que cumpla con los requisitos vigentes para la conservación del apoyo educativo, en sustitución a lo dispuesto en el Artículo 60. 2.	Aceptan que la beca asignada corresponde solo para el programa académico primario sujeta a las disposiciones vigentes en el Reglamento de Becas y Prestamos Educativos para los Alumnos de Preparatoria y Profesional. 3.	Podrán utilizar la extensión de su beca para cursar unidades de formación de su programa secundario al mismo tiempo. Los dos títulos profesionales los obtendrán al mismo tiempo, siempre que cumplan con los requisitos de graduación de ambos programas. 4.	Podrán solicitar préstamos educativos temporales aplicable al programa que decidan cumpliendo con los requisitos establecidos. 5.	Podrán solicitar apoyo educativo complementario, el cual en caso de autorizarse se otorgará como préstamo educativo. Podrán solicitar apoyo educativo complementario, el cual en caso de autorizarse se otorgará como préstamo educativo. 6.	En el caso de alumnos con becas de fondos externos estarán sujetos a las políticas y lineamientos establecidos por el fondo. "
becas,CAPÍTULO V,Artículo 66," Un alumno inscrito en una carrera profesional beneficiado por un programa de becas, que solicite la extensión del apoyo educativo para un doble título profesional, debe cumplir con los siguientes requisitos:  1.	Contar con un promedio acumulado mínimo de 85/100. 2.	Haber cumplido satisfactoriamente con las actividades del Programa de Becarios según corresponda a su programa de becas. 3.	No haber reprobado materias en la carrera profesional en el que se encuentra inscrito.    4.	Haber realizado la solicitud de extensión del apoyo educativo por escrito al Director de Becas del campus para que sea evaluada por el Comité de Apoyos Educativo. "
becas,CAPÍTULO V,Artículo 67," Un alumno inscrito en una carrera profesional de doble titulación, que solicite apoyo educativo, debe cumplir con los siguientes requisitos:  1.	Contar con un promedio acumulado mínimo de 85/100. 2.	No haber reprobado materias en la carrera en el programa en el que se encuentra inscrito. 3.	Haber realizado la solicitud de apoyo educativo para que sea evaluada por el Comité de Apoyos Educativos el campus.  El Comité de Becas y Apoyos Educativos del campus dará a conocer el resultado de la solicitud al solicitante. "
becas,CAPÍTULO V,Artículo 68," Si un alumno no cumple con los requisitos de conservación de beca, podrá conservarla en forma condicional considerando los siguientes criterios: •	La evaluación en las actividades del Programa de Becarios. •	El número de materias o unidades de formación reprobadas. •	El promedio obtenido en el semestre o cursos intensivos de verano y el estatus previo.  Evaluados con base en la tabla de conservación de becas del programa de becas según corresponda.  a.	Tabla de conservación de becas para los programas de: Becas Socioeconómicas, Becas al Talento Académico, Programas de Becas al Talento Emprendedor, Becas al Talento Creativo, Becas de Fondos Externos y Becas Socioeconómicas para Alumnos Extranjeros.   Condición	Estatus previo del alumno en el programa de becas Regular	Condicionado	Reducción	Cancelación de la beca Ninguna falta	Regular	Regular	Regular	No aplica Una falta	Condicionado	Reducción	Cancelación	Cancelación Dos faltas	Reducción	Cancelación	Cancelación	Cancelación    Tres o más faltas	Cancelación	Cancelación	Cancelación	Cancelación  b.	Tabla de conservación de becas para el Programas de Becas Líderes del Mañana. Promedio semestre Regular	Sujeto a Condición	Condicio- nado	Revisión de Comité	Cancelación de la beca Promedio > 85 sin reprobar materias o unidades de formación Regular Regular Regular Regular Promedio > 85 y reprobar 3 créditos académicos o su equivalente en unidades académicas en materias o unidades de formación.  Sujeto a Condición  Condicionado  Comité  Cancelación de la beca  Cancelación de la beca Promedio > 85 y reprobar 6 o más créditos académicos o su equivalente en unidades académicas en materias o unidades de formación  Condicio- nado  Comité Cancela- ción de la beca  Cancelación de la beca  Cancelación de la beca Promedio < 85 y sin reprobar materias o unidades de formación	Sujeto a Condición Condicionado Comité	Cancelación de la beca	Cancelación de la beca Promedio < 85 y reprobar 3 créditos académicos o su equivalente en materias o unidades de formación Condicio- nado  Comité Cancela- ción de la beca Cancelación de la beca Cancelación de la beca Promedio < 85 y reprobar 6 o más créditos académicos o su equivalente en unidades académicas en materias o unidades de formación  Comité  Cancelación de la beca Cancela- ción de la beca  Cancelación de la beca  Cancelación de la beca    c.	Tabla de conservación de becas para el Programa de Becas al Talento Estudiantil-Atléticas.  Evaluación del periodo actual	Estatus de beca del periodo actual / Estatus de beca para el siguiente periodo Estatus Académico Escolar	Evaluación Atlética	Regular	Condicionado	Comité Regular	Cumple	Regular	Regular	Regular Regular	No cumple	Condicionado	Comité	Cancelado Condicionado	Cumple	Condicionado	Comité	Cancelado Condicionado	No cumple	Comité	Cancelado	Cancelado  Cuando en el estatus de beca se indique “Comité”, implica que el Comité de Becas al Talento Estudiantil evaluará la situación del alumno y determinará si el nuevo estatus de beca es “condicionado” o “cancelado”.  d.	Tabla de conservación de becas para el Programas de Becas al Talento Estudiantil-Artísticas y de Liderazgo.   Evaluación del periodo actual	Estatus de beca del periodo actual / Estatus de beca para el siguiente periodo Evaluación Académica	Evaluación Artística / Liderazgo Regular	Sujeto a condición Condicionado Reducción Ninguna falta	Cumple	Regular	Regular	Regular	Regular Una falta	Cumple	Sujeto a condición	Condicionado	Reducción	Reducción Dos faltas	Cumple	Condicionado	Reducción	Comité	Cancelado Tres o más faltas	Cumple	Condicionado	Comité	Comité	Cancelado Ninguna falta	No Cumple	Condicionado	Condicionado	Comité	Cancelado Una falta	No Cumple	Reducción	Reducción	Cancelado	Cancelado Dos faltas	No Cumple	Reducción	Comité	Cancelado	Cancelado Tres o más faltas	No Cumple	Comité	Cancelado	Cancelado	Cancelado    Cuando un alumno con beca al talento estudiantil por actividades artísticas o de liderazgo obtenga Estatus Académico Condicionado, dictaminado por la Dirección de Servicios Escolares, su situación será revisada por el Comité de Becas al Talento Estudiantil del Campus para determinar si la beca del alumno, será reducida o cancelada para el siguiente periodo.  La evaluación de desempeño estudiantil en actividades atléticas, artísticas o de liderazgo se realizará de acuerdo con los procesos establecidos en la institución para ese propósito y la calificación se expresa en números enteros, en una escala de uno a 100.  Para efecto de este reglamento se consideran los siguientes puntajes para evaluar el cumplimiento del alumno en actividades atléticas, artísticas o de liderazgo:  1.	Cumple: si obtiene al menos 85/100 puntos. 2.	No cumple: si obtiene 84/100 puntos o menos. "
becas,CAPÍTULO V,Artículo 69," Para los alumnos que disminuyan su porcentaje de beca, pueden solicitar una ampliación de su préstamo educativo hasta un máximo de 25%.                               "
becas,CAPÍTULO VI,Artículo 70," Al Tecnológico de Monterrey le corresponderá:  a.	Asignar los recursos relativos a los apoyos educativos para el periodo para el que fue otorgada la beca y hasta un periodo consecutivo adicional en el caso del Programa de Becas al Talento Académico. b.	Informar a través del Portal de Alumnos a los becarios antes del siguiente periodo escolar cuando sea necesario condicionar o cancelar una beca. c.	Cancelar toda solicitud o beca otorgada, cuando el alumno, becario, institución u organismo incurran en omisión o falsedad en la información o documentación proporcionada. d.	Verificar en cualquier momento el cumplimiento de las obligaciones que establezca este reglamento y otras disposiciones administrativas aplicables. "
becas,CAPÍTULO VI,Artículo 71," Al becario le corresponderá, además de cumplir con el objeto de la beca:  a.	Suscribir la documentación que formaliza la beca o préstamo educativo. b.	Participar cada periodo académico en actividades del Programa de Becarios. c.	Mantener calificaciones con el promedio mínimo establecido en la beca o préstamo educativo asignado. d.	Cumplir las obligaciones que establezca este reglamento y otras disposiciones administrativas aplicables. e.	En el caso de becarios del Programa de Becas Líderes del Mañana, solicitar oportunamente, cuando lo requiera, la suspensión por un periodo de su beca, así como, su reactivación. f.	Revisar cada semestre el estatus de conservación de su beca a través del Portal de Alumnos. "
becas,CAPÍTULO VI,Artículo 72," Todo solicitante o becario debe conducirse de manera congruente con las reglas y valores establecidos en la normatividad institucional, la Visión, el Código de Ética y la cultura del Tecnológico de Monterrey:    a.	Cuando un solicitante o becario incurra en alguna acción u omisión que represente una falta, provocará que le sea cancelado de inmediato el apoyo educativo o su proceso de solicitud de apoyo educativo. b.	Igualmente, considerando que intentar cursar estudios de un nivel superior sin acreditar fehacientemente la culminación del nivel inferior implica recurrir a mecanismos engañosos en contra de la Institución, aquel solicitante o becario que incurra en una violación de ciclo o que se le retiré su admisión por cualquier causa, será cancelada su solicitud o se dará por terminado el apoyo educativo otorgado.  Únicamente cuando la Vicerrectoría de Innovación Educativa y Normatividad Académica lo estime necesario, podrá turnar la falta cometida y la consecuencia a un comité, conformado por al menos 3 personas , para que lo analice, para que lo analice. El comité revisará las evidencias y emitirá una opinión sobre la viabilidad o no de que el estudiante prosiga su proceso de solicitud de apoyo educativo o continúe con el apoyo educativo asignado. Dicha opinión será inapelable y definitiva.  Las consecuencias previstas tales como cancelación de trámite de solicitud de apoyo educativo o terminación de apoyo educativo asignado, son particular e independientemente establecidas como parte de este reglamento y no se considerarán como consecuencias disciplinarias ni de ninguna otra índole. "
